City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
318,point fortin,10.1833,-61.6833,26.05,80,65,6.81,TT,1681258985
319,lipin bor,60.2622,37.9763,-0.1,100,100,1.76,RU,1681259198
320,vallenar,-28.5708,-70.7581,20.88,60,37,1.23,CL,1681259199
321,half moon bay,37.4636,-122.4286,19.01,58,0,13.89,US,1681259200
322,kalino,58.2504,57.6085,1.08,87,100,2.72,RU,1681259200
323,anaconda,46.1285,-112.9423,13.91,80,29,3.44,US,1681259201
324,saint-denis,48.9167,2.3333,10.34,93,100,7.2,FR,1681259203
325,ron,15.6667,75.7333,25.76,26,4,3.75,IN,1681259203
326,ulcinj,41.9294,19.2244,10.55,78,100,1.33,ME,1681259204
327,ust-nera,64.5667,143.2,-13.16,83,95,1.56,RU,1681259204
328,fort nelson,58.8053,-122.7002,9.77,23,20,4.63,CA,1681259205
329,dauphin,51.1494,-100.0502,13.08,67,0,2.57,CA,1681258916
330,hualmay,-11.0964,-77.6139,24.53,81,27,4.55,PE,1681259207
331,manggar,-2.8833,108.2667,26.5,83,65,2.27,ID,1681259207
332,guiyang,26.5833,106.7167,17.27,88,75,2.0,CN,1681259208
333,santa fe,-31.6333,-60.7,26.66,82,97,1.48,AR,1681259106
334,sedona,34.8697,-111.761,28.81,17,40,4.63,US,1681259101
335,weinan,34.5036,109.5089,14.92,42,100,2.0,CN,1681259210
336,culpeper,38.5004,-77.9664,20.1,47,0,0.0,US,1681258952
337,bagdarin,54.4333,113.6,-7.44,56,10,0.17,RU,1681259212
338,hilo,19.7297,-155.09,25.85,72,0,5.66,US,1681259213
339,vilyuysk,63.7553,121.6247,-14.25,91,92,1.72,RU,1681259214
340,rio grande,-32.035,-52.0986,21.06,81,1,3.34,BR,1681258986
341,nova bana,48.4231,18.6404,4.17,96,32,2.57,SK,1681259215
342,vardo,70.3705,31.1107,0.99,64,100,8.23,NO,1681259215
343,chumikan,54.7183,135.315,-4.57,79,100,11.65,RU,1681259216
344,eyl,7.9803,49.8164,26.51,82,56,5.03,SO,1681259216
345,walvis bay,-22.9575,14.5053,14.15,83,1,1.08,NA,1681259091
346,tabuk,17.4189,121.4443,25.31,74,99,1.85,PH,1681259217
347,nantong,32.0303,120.8747,17.23,36,40,5.17,CN,1681259218
348,ardakan,32.31,54.0175,20.97,27,46,2.39,IR,1681259218
349,saint paul,44.9444,-93.0933,26.31,26,0,5.66,US,1681259137
350,mount clemens,42.5973,-82.878,22.23,44,100,2.57,US,1681259219
351,gitarama,-2.0744,29.7567,15.7,94,89,1.38,RW,1681259220
352,ostersund,63.1792,14.6357,3.12,75,100,4.47,SE,1681259222
353,pentecoste,-3.7928,-39.2703,22.87,91,100,0.19,BR,1681259222
354,port said,31.2565,32.2841,14.55,77,72,9.29,EG,1681258991
355,vao,-22.6667,167.4833,23.67,82,57,1.59,NC,1681259223
356,naryan-mar,67.6713,53.087,-13.18,95,100,5.9,RU,1681259224
357,korla,41.7597,86.1469,12.26,32,98,4.94,CN,1681259225
358,stokmarknes,68.5646,14.9108,5.98,65,91,3.09,NO,1681259225
359,airai,-8.9266,125.4092,20.5,73,75,0.49,TL,1681259226
360,bandarbeyla,9.4942,50.8122,26.66,82,28,3.51,SO,1681259226
361,atar,20.5169,-13.0499,26.41,38,57,1.41,MR,1681259227
362,chuy,-33.6971,-53.4616,20.51,61,44,2.22,UY,1681259228
363,acajutla,13.5928,-89.8275,28.49,60,30,3.53,SV,1681259229
364,luderitz,-26.6481,15.1594,16.44,52,41,1.87,NA,1681259230
